ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,month
82485A9896B49F07,electric_bike,2021-01-07 13:07:01,2021-01-07 13:12:57,Clinton St & Madison St,TA1305000032,Halsted St & Polk St,TA1307000121,41.88175066666667,-87.64133233333334,41.87183633333333,-87.64663033333333,casual,1
7367A69698FC8EB9,electric_bike,2021-01-16 17:13:54,2021-01-16 17:26:35,,,,,41.8,-87.59,41.79,-87.6,casual,1
B204F27B784381D0,classic_bike,2021-01-09 07:54:30,2021-01-09 08:16:59,Rush St & Superior St,15530,Green St & Randolph St,13053,41.89576474564,-87.6259080327,41.883668,-87.64867,member,1
D30918403BD149DF,classic_bike,2021-01-14 14:17:45,2021-01-14 15:02:55,Lakefront Trail & Wilson Ave,639,Broadway & Granville Ave,15571,41.965845,-87.645361,41.9947796884,-87.6602845349,member,1
642026E7E6B71024,classic_bike,2021-01-02 18:07:54,2021-01-02 18:25:35,Columbus Dr & Randolph St,13263,Franklin St & Illinois St,RN-,41.884728,-87.619521,41.89102331025185,-87.63547986745834,member,1
F2ABCA9A2EEC68C6,electric_bike,2021-01-15 14:41:18,2021-01-15 14:51:29,Sheffield Ave & Kingsbury St,13154,Lakeview Ave & Fullerton Pkwy,TA1309000019,41.910570666666665,-87.65314066666667,41.92568283333333,-87.6390875,member,1
FECBE2F6E283E8FC,classic_bike,2021-01-13 14:35:39,2021-01-13 14:42:34,Carpenter St & Huron St,13196,Desplaines St & Kinzie St,TA1306000003,41.894556,-87.653449,41.888716036,-87.6444478533,member,1
0AAE698D772417E6,classic_bike,2021-01-07 16:28:50,2021-01-07 16:33:04,Wabash Ave & 16th St,SL-012,Wabash Ave & Roosevelt Rd,TA1305000002,41.860384,-87.625813,41.867227,-87.625961,casual,1
560029F139EA67DF,docked_bike,2021-01-15 14:28:55,2021-01-15 14:56:35,Southport Ave & Belmont Ave,13229,Lake Shore Dr & Wellington Ave,TA1307000041,41.939478,-87.663748,41.936688,-87.636829,casual,1
764E272408E053B6,classic_bike,2021-01-13 18:49:33,2021-01-13 18:52:19,Ashland Ave & Division St,13061,Noble St & Milwaukee Ave,13290,41.90345,-87.667747,41.90068,-87.6626,member,1
622C189A65465F8D,classic_bike,2021-01-03 14:46:09,2021-01-03 15:01:27,Dearborn St & Adams St,TA1305000005,Wabash Ave & 16th St,SL-012,41.8793563587,-87.6297910363,41.860384,-87.625813,member,1
077863DEF516B97B,classic_bike,2021-01-17 12:24:43,2021-01-17 12:46:17,Damen Ave & Grand Ave,TA1308000006,Ada St & Washington Blvd,13353,41.891264346481535,-87.676842212677,41.88283,-87.661206,member,1
BBA82BA625373FFA,electric_bike,2021-01-06 10:55:05,2021-01-06 10:58:58,University Ave & 57th St,KA1503000071,,,41.791472166666665,-87.59997716666666,41.79,-87.6,member,1
A10143C6B4E39AA5,classic_bike,2021-01-21 16:00:59,2021-01-21 16:38:16,Franklin St & Monroe St,TA1309000007,Southport Ave & Waveland Ave,13235,41.880317,-87.635185,41.94815,-87.66394,member,1
72069CA10254E780,classic_bike,2021-01-20 18:38:29,2021-01-20 18:48:13,Larrabee St & Webster Ave,13193,Lakeview Ave & Fullerton Pkwy,TA1309000019,41.921822,-87.64414,41.925858,-87.638973,member,1
D935B2D792C4B45F,electric_bike,2021-01-18 06:56:46,2021-01-18 07:01:48,Franklin St & Illinois St,RN-,Cityfront Plaza Dr & Pioneer Ct,13427,41.89102233333333,-87.63558533333334,41.889631666666666,-87.62299716666666,member,1
D208DE3501BE053A,electric_bike,2021-01-22 11:22:21,2021-01-22 11:40:52,,,,,41.96,-87.72,41.98,-87.76,member,1
47B518B95ED15D16,electric_bike,2021-01-21 16:03:49,2021-01-21 16:07:24,Kingsbury St & Kinzie St,KA1503000043,Clinton St & Madison St,TA1305000032,41.88917383333333,-87.6383735,41.8829155,-87.641333,member,1
4B573B3BD6BAF734,electric_bike,2021-01-21 02:44:36,2021-01-21 03:05:24,Stetson Ave & South Water St,TA1308000029,Racine Ave & Fullerton Ave,TA1306000026,41.8865665,-87.62210116666667,41.92558566666666,-87.65846183333333,member,1
2F64F6828192A6F4,classic_bike,2021-01-08 06:12:11,2021-01-08 06:24:17,Michigan Ave & 8th St,623,State St & Pearson St,TA1307000061,41.872773,-87.623981,41.897448,-87.628722,member,1
8049E303933492F8,electric_bike,2021-01-24 13:35:29,2021-01-24 13:44:06,Western Ave & Granville Ave,KA1504000129,Broadway & Granville Ave,15571,41.99417833333333,-87.68945983333333,41.99476,-87.66035666666667,member,1
3512C8CF35F5FA38,classic_bike,2021-01-22 19:07:53,2021-01-22 19:10:20,Morgan St & Polk St,TA1307000130,Halsted St & Polk St,TA1307000121,41.871737,-87.65103,41.87184,-87.64664,member,1
D228492336A2C0E9,classic_bike,2021-01-13 15:27:19,2021-01-13 15:32:15,State St & 33rd St,13216,Indiana Ave & 31st St,TA1308000036,41.834734,-87.625813,41.838842,-87.621857,member,1
DD782ADDA07A1477,electric_bike,2021-01-06 23:23:39,2021-01-06 23:31:00,Lake Shore Dr & Monroe St,13300,Michigan Ave & Madison St,13036,41.88105466666666,-87.6167735,41.88152,-87.62553216666667,member,1
CDA26B6DEFB17B08,electric_bike,2021-01-05 17:51:32,2021-01-05 18:09:36,,,Broadway & Waveland Ave,13325,41.94,-87.69,41.949069,-87.64854416666667,member,1
33E4CB032A373EC6,classic_bike,2021-01-17 06:23:14,2021-01-17 06:29:09,Clark St & Elm St,TA1307000039,St. Clair St & Erie St,13016,41.902973,-87.63128,41.89434513742426,-87.62279838323593,member,1
73CEC4AD2AB85AAB,electric_bike,2021-01-11 06:11:29,2021-01-11 06:22:33,Michigan Ave & 14th St,TA1307000124,St. Clair St & Erie St,13016,41.864341333333336,-87.6237235,41.89402666666667,-87.621411,member,1
58C87617156B9760,classic_bike,2021-01-08 18:15:05,2021-01-08 18:20:36,Wolcott Ave & Polk St,TA1309000064,Loomis St & Lexington St,13332,41.871262,-87.673688,41.872187,-87.661501,member,1
CB5AA25553224B58,classic_bike,2021-01-16 14:05:35,2021-01-16 14:11:47,Morgan St & 31st St,TA1308000046,Halsted St & 35th St,TA1308000043,41.8378,-87.65114,41.830661,-87.647172,member,1
05B579724CDC6639,classic_bike,2021-01-10 16:23:06,2021-01-10 16:26:37,Emerald Ave & 31st St,TA1309000055,Halsted St & 35th St,TA1308000043,41.838198,-87.645143,41.830661,-87.647172,member,1
7F31F2B24919A756,electric_bike,2021-01-18 18:13:34,2021-01-18 18:20:25,Clybourn Ave & Division St,TA1307000115,State St & Pearson St,TA1307000061,41.904619833333335,-87.64057333333334,41.89738633333333,-87.6287505,member,1
0DB95649DEB6BC0A,electric_bike,2021-01-06 18:32:39,2021-01-06 18:46:38,Wabash Ave & 9th St,TA1309000010,Michigan Ave & Pearson St,13034,41.87064483333333,-87.62567966666667,41.8973565,-87.62381216666667,member,1
EA240222A23EA2FC,electric_bike,2021-01-04 16:40:18,2021-01-04 16:49:44,,,,,41.76,-87.66,41.75,-87.65,member,1
C8BA877B86521171,classic_bike,2021-01-15 18:06:59,2021-01-15 18:21:38,Winthrop Ave & Lawrence Ave,TA1308000021,Broadway & Cornelia Ave,13278,41.968812,-87.657659,41.945529,-87.646439,member,1
E769C67740D3906E,classic_bike,2021-01-28 15:28:37,2021-01-28 15:31:56,Kimbark Ave & 53rd St,TA1309000037,Ellis Ave & 53rd St,KA1503000052,41.799568,-87.594747,41.79933626261,-87.6009581145,member,1
9D9D8A5241970FAF,classic_bike,2021-01-13 09:43:44,2021-01-13 09:50:38,Racine Ave & Congress Pkwy,TA1306000025,Paulina St & Flournoy St,KA1504000104,41.87464,-87.65703,41.87295,-87.66913,member,1
2FFF8EBE9D3E9773,classic_bike,2021-01-05 17:28:27,2021-01-05 17:33:47,Kingsbury St & Erie St,13265,Rush St & Superior St,15530,41.89380805624359,-87.64169722795485,41.89576474564,-87.6259080327,member,1
33174DA47A36DEA8,classic_bike,2021-01-23 13:19:18,2021-01-23 13:34:29,Theater on the Lake,TA1308000001,Clark St & Schiller St,TA1309000024,41.926277,-87.630834,41.907993,-87.631501,member,1
089C1734BC411509,electric_bike,2021-01-05 12:26:53,2021-01-05 12:30:56,,,Logan Blvd & Elston Ave,TA1308000031,41.93,-87.68,41.929463,-87.684194,member,1
6185BCE648FC6007,classic_bike,2021-01-05 17:38:28,2021-01-05 18:04:52,Daley Center Plaza,TA1306000010,Wilton Ave & Belmont Ave,TA1307000134,41.884241,-87.629634,41.94018,-87.65304,member,1
8B473C04F3E39690,classic_bike,2021-01-16 21:18:39,2021-01-16 21:24:18,Ellis Ave & 60th St,KA1503000014,Ellis Ave & 55th St,KA1504000076,41.78509714636,-87.6010727606,41.79430062054,-87.6014497734,casual,1
9A5CE14C31CB3235,classic_bike,2021-01-13 07:15:57,2021-01-13 07:20:28,Aberdeen St & Jackson Blvd,13157,Sangamon St & Washington Blvd,13409,41.87772613,-87.65478743,41.883165,-87.6511,member,1
3147B078E3BDB10D,classic_bike,2021-01-21 20:36:54,2021-01-21 20:43:34,Burling St & Diversey Pkwy,TA1309000036,Broadway & Cornelia Ave,13278,41.93314,-87.64776,41.945529,-87.646439,member,1
F8E057881C153B76,docked_bike,2021-01-02 12:55:51,2021-01-02 13:24:17,Millennium Park,13008,Shedd Aquarium,15544,41.881032,-87.624084,41.867226,-87.615355,casual,1
BFDFC7B229806197,classic_bike,2021-01-17 21:57:11,2021-01-17 22:08:03,Wilton Ave & Belmont Ave,TA1307000134,Southport Ave & Irving Park Rd,TA1309000043,41.94018,-87.65304,41.954177,-87.664358,member,1
51BC34C526722E24,electric_bike,2021-01-11 11:55:29,2021-01-11 11:59:44,,,,,41.95,-87.66,41.96,-87.67,member,1
38AF9A6980C27BCC,classic_bike,2021-01-30 09:47:24,2021-01-30 10:18:32,Clark St & Armitage Ave,13146,Clark St & Armitage Ave,13146,41.918306,-87.636282,41.918306,-87.636282,member,1
82FCD2510297F8A1,electric_bike,2021-01-13 21:05:39,2021-01-13 21:06:01,,,,,41.94,-87.66,41.94,-87.66,casual,1
03A21B916FA7F9F4,electric_bike,2021-01-21 13:56:03,2021-01-21 14:02:38,Larrabee St & North Ave,TA1306000008,Sedgwick St & Huron St,TA1307000062,41.910207166666666,-87.643535,41.8947365,-87.63845033333334,member,1
09862947C964B781,classic_bike,2021-01-09 14:21:11,2021-01-09 14:31:20,Buckingham Fountain,15541,Michigan Ave & 18th St,13150,41.87651122881695,-87.62054800987242,41.857813,-87.62455,member,1
98B7E1BA013A5201,electric_bike,2021-01-27 15:00:42,2021-01-27 15:29:32,,,,,41.91,-87.69,41.92,-87.7,casual,1
71CDE6A2F98AEAF5,classic_bike,2021-01-15 14:54:02,2021-01-15 15:12:50,Clark St & Wellington Ave,TA1307000136,Clark St & Montrose Ave,KA1503000022,41.9364968219,-87.6475386582,41.961588,-87.666036,member,1
E578688D264F5089,classic_bike,2021-01-14 07:56:05,2021-01-14 08:09:01,Michigan Ave & Madison St,13036,Michigan Ave & 14th St,TA1307000124,41.882134,-87.625125,41.864059,-87.623727,member,1
959F75BF54A98D42,classic_bike,2021-01-24 11:07:00,2021-01-24 11:37:01,Clifton Ave & Armitage Ave,TA1307000163,Southport Ave & Waveland Ave,13235,41.918216,-87.656936,41.94815,-87.66394,casual,1
3DEE2B7642AB8F51,classic_bike,2021-01-15 08:15:43,2021-01-15 08:33:43,Canal St & Adams St,13011,Michigan Ave & Pearson St,13034,41.879255,-87.639904,41.89766,-87.62351,member,1
A810BB85A0B60D18,classic_bike,2021-01-28 17:52:07,2021-01-28 17:56:11,Ellis Ave & 60th St,KA1503000014,University Ave & 57th St,KA1503000071,41.78509714636,-87.6010727606,41.791478,-87.599861,member,1
3B566FF6245F300B,electric_bike,2021-01-08 18:26:51,2021-01-08 18:29:50,,,,,41.92,-87.71,41.92,-87.71,member,1
F8A127774FDC4C8C,electric_bike,2021-01-06 12:12:46,2021-01-06 12:23:34,Clark St & Elm St,TA1307000039,Clinton St & Lake St,13021,41.90270683333333,-87.63162283333334,41.8853705,-87.641766,member,1
F7D925986056A99D,electric_bike,2021-01-19 08:24:24,2021-01-19 08:29:42,McClurg Ct & Erie St,KA1503000041,Dusable Harbor,KA1503000064,41.89516033333334,-87.618786,41.886869833333336,-87.6127895,member,1
C731F275A20FD436,classic_bike,2021-01-13 14:32:09,2021-01-13 14:55:12,Michigan Ave & Pearson St,13034,New St & Illinois St,TA1306000013,41.89766,-87.62351,41.89084704062381,-87.61861681938171,casual,1
68D706AFBD04ECF4,classic_bike,2021-01-27 11:59:13,2021-01-27 12:10:30,Orleans St & Hubbard St,636,Wells St & Concord Ln,TA1308000050,41.890028,-87.636618,41.912133,-87.634656,member,1
ACBF38863702A4FB,classic_bike,2021-01-22 17:09:09,2021-01-22 17:20:00,Fairbanks St & Superior St,18003,Orleans St & Merchandise Mart Plaza,TA1305000022,41.895748,-87.620104,41.888243,-87.63639,member,1
BEE7EAB65CE62936,classic_bike,2021-01-16 14:56:59,2021-01-16 15:01:33,Ellis Ave & 60th St,KA1503000014,Ellis Ave & 55th St,KA1504000076,41.78509714636,-87.6010727606,41.79430062054,-87.6014497734,casual,1
910B46E04F12AE76,electric_bike,2021-01-16 11:59:49,2021-01-16 12:00:42,Sedgwick St & North Ave,TA1307000038,Sedgwick St & North Ave,TA1307000038,41.91137466666667,-87.63867933333333,41.91138983333333,-87.63870133333333,member,1
A3ACC6C92E55BE16,classic_bike,2021-01-07 00:46:22,2021-01-07 00:48:25,Broadway & Cornelia Ave,13278,Broadway & Waveland Ave,13325,41.945529,-87.646439,41.949074,-87.648636,casual,1
CA6054FD73C28D11,electric_bike,2021-01-06 21:03:56,2021-01-06 21:17:24,,,,,41.92,-87.7,41.9,-87.69,casual,1
EAB19F41A5B38EBB,classic_bike,2021-01-17 21:15:52,2021-01-17 21:20:23,Sheridan Rd & Noyes St (NU),604,Chicago Ave & Sheridan Rd,E008,42.058239,-87.677432,42.050491,-87.677821,member,1
4AAA3ED1B374B6F0,classic_bike,2021-01-11 06:54:19,2021-01-11 07:27:50,Sheffield Ave & Waveland Ave,TA1307000126,State St & Van Buren St,TA1305000035,41.949399,-87.654529,41.877181,-87.627844,member,1
79292CAE116A44FC,classic_bike,2021-01-26 18:09:23,2021-01-26 18:16:09,Wabash Ave & Adams St,KA1503000015,Canal St & Madison St,13341,41.87947235235,-87.6256886059,41.882091,-87.639833,member,1
04D68ABA12EA2C50,classic_bike,2021-01-15 04:51:19,2021-01-15 04:57:55,MLK Jr Dr & 47th St,TA1308000007,Princeton Ave & 47th St,KA1503000009,41.809851,-87.616279,41.80931770924,-87.633449288,casual,1
D6C91BCBC9678E96,electric_bike,2021-01-21 08:59:39,2021-01-21 09:10:33,Clark St & Columbia Ave,RP-008,,,42.00443766666667,-87.6723725,42.02,-87.69,member,1
2E47A2157200EB64,classic_bike,2021-01-11 11:43:45,2021-01-11 11:55:40,Clinton St & Madison St,TA1305000032,Morgan St & Lake St,TA1306000015,41.882242,-87.641066,41.8854833079,-87.6523048564,member,1
8046B797540F939C,classic_bike,2021-01-20 17:14:48,2021-01-20 17:23:14,LaSalle St & Washington St,13006,Dearborn St & Erie St,13045,41.882664,-87.63253,41.893992,-87.629318,member,1
77489BDF1D27C99C,classic_bike,2021-01-17 12:50:20,2021-01-17 12:54:10,Broadway & Berwyn Ave,13109,Clark St & Berwyn Ave,KA1504000146,41.978353,-87.659753,41.9779966544,-87.6680471047,casual,1
EDE1C44C8F6EF79F,electric_bike,2021-01-09 19:25:26,2021-01-09 19:32:03,,,,,41.9,-87.63,41.91,-87.64,member,1
68E0CF7DB65B6214,docked_bike,2021-01-21 18:31:32,2021-01-21 18:44:31,Sedgwick St & North Ave,TA1307000038,Lake Shore Dr & Wellington Ave,TA1307000041,41.911386,-87.638677,41.936688,-87.636829,casual,1
57C6854858571F91,electric_bike,2021-01-17 00:39:40,2021-01-17 00:42:14,Halsted St & Roscoe St,TA1309000025,Halsted St & Roscoe St,TA1309000025,41.94371633333333,-87.648969,41.94372883333333,-87.64897766666667,member,1
98DD5A15E7639EA8,classic_bike,2021-01-30 15:08:47,2021-01-30 15:13:38,Millennium Park,13008,Columbus Dr & Randolph St,13263,41.8810317,-87.62408432,41.884728,-87.619521,member,1
9BC76C75B575CE3B,classic_bike,2021-01-08 17:30:16,2021-01-08 18:03:00,Sheridan Rd & Irving Park Rd,13063,Elston Ave & Wabansia Ave,TA1309000032,41.954245,-87.654406,41.912919,-87.664169,member,1
73831AB4E6C962F4,classic_bike,2021-01-02 12:43:21,2021-01-02 13:00:21,Clark St & Armitage Ave,13146,Larrabee St & Oak St,KA1504000116,41.918306,-87.636282,41.90021949323,-87.6429854676,member,1
5764EA8CA8B25B7A,classic_bike,2021-01-25 17:34:32,2021-01-25 17:44:43,Michigan Ave & Oak St,13042,Fairbanks Ct & Grand Ave,TA1305000003,41.90096039,-87.62377664,41.89184737210993,-87.62058019638062,member,1
FC1C7E9C8451CF9B,classic_bike,2021-01-08 09:45:28,2021-01-08 10:04:14,Western Ave & Walton St,KA1504000103,Aberdeen St & Jackson Blvd,13157,41.89841768945,-87.6865960164,41.87772613,-87.65478743,member,1
1F0DBDFAF5B2015A,electric_bike,2021-01-19 12:07:59,2021-01-19 12:12:24,State St & 35th St,TA1307000129,Wallace St & 35th St,TA1308000045,41.83099433333334,-87.62695316666667,41.83072166666667,-87.64105966666666,member,1
B725A54356BB1A1E,classic_bike,2021-01-06 07:12:34,2021-01-06 07:23:32,Kingsbury St & Erie St,13265,Franklin St & Adams St (Temp),TA1309000008,41.89380805624359,-87.64169722795485,41.87943409140013,-87.63550400733948,member,1
5E1BDB1C03943E9E,classic_bike,2021-01-04 17:18:14,2021-01-04 17:21:31,Halsted St & Willow St,TA1307000166,Halsted St & Clybourn Ave,331,41.913865,-87.648755,41.909668,-87.648128,member,1
44737647D54FC37F,classic_bike,2021-01-12 11:58:59,2021-01-12 12:06:00,Lake Shore Dr & Ohio St,TA1306000029,Dearborn St & Erie St,13045,41.89257,-87.614492,41.893992,-87.629318,member,1
08A24B821AF9E7D4,classic_bike,2021-01-21 14:48:48,2021-01-21 14:56:46,Milwaukee Ave & Wabansia Ave,13243,Damen Ave & Division St,13136,41.912616,-87.681391,41.903266,-87.678435,member,1
EDD67BD32ABF0011,classic_bike,2021-01-11 04:20:15,2021-01-11 04:22:35,Desplaines St & Jackson Blvd,15539,Peoria St & Jackson Blvd,13158,41.878287,-87.643909,41.8776415962753,-87.64961779117584,member,1
DD10B7BFE922CFB0,electric_bike,2021-01-19 15:58:32,2021-01-19 16:05:10,Franklin St & Monroe St,TA1309000007,Peoria St & Jackson Blvd,13158,41.88018733333333,-87.6353135,41.87806166666667,-87.64952366666667,member,1
9FA715923F24D1A0,electric_bike,2021-01-27 15:30:11,2021-01-27 15:36:09,Columbus Dr & Randolph St,13263,Clinton St & Washington Blvd,WL-012,41.88449633333333,-87.61945283333333,41.88922316666667,-87.6384825,member,1
7CC4D6C25804FF03,classic_bike,2021-01-04 23:51:10,2021-01-05 00:13:11,Wacker Dr & Washington St,KA1503000072,Damen Ave & Cortland St,13133,41.883132,-87.637321,41.915983,-87.677335,member,1
353C00D6C37A6BCA,electric_bike,2021-01-24 15:12:14,2021-01-24 15:32:03,Racine Ave & Belmont Ave,TA1308000019,Lakeview Ave & Fullerton Pkwy,TA1309000019,41.939639166666666,-87.658866,41.92558116666667,-87.6388695,casual,1
309DF08854A13541,electric_bike,2021-01-27 12:46:33,2021-01-27 12:51:58,,,,,41.91,-87.7,41.91,-87.71,member,1
CA59E74991AF0469,classic_bike,2021-01-27 08:03:52,2021-01-27 08:29:36,Leavitt St & Archer Ave,KA1503000068,State St & 35th St,TA1307000129,41.82879201994,-87.6806044594,41.8310363140161,-87.62679755687714,member,1
9F4D2FE5BD03A256,classic_bike,2021-01-13 20:19:01,2021-01-13 20:31:26,Greenview Ave & Fullerton Ave,TA1307000001,Broadway & Cornelia Ave,13278,41.92533,-87.6658,41.945529,-87.646439,member,1
ED064E5446EEB17A,classic_bike,2021-01-16 23:14:56,2021-01-16 23:29:13,Lake Shore Dr & Ohio St,TA1306000029,Financial Pl & Ida B Wells Dr,SL-010,41.89257,-87.614492,41.8750236280333,-87.6330940425396,member,1
C1A65E492804ECF6,classic_bike,2021-01-15 17:57:50,2021-01-15 18:08:03,Franklin St & Monroe St,TA1309000007,Indiana Ave & Roosevelt Rd,SL-005,41.880317,-87.635185,41.867888,-87.623041,member,1
ABC6075A6756FB9C,classic_bike,2021-01-29 13:27:07,2021-01-29 13:49:00,Wabash Ave & Grand Ave,TA1307000117,Clark St & Ida B Wells Dr,TA1305000009,41.891466,-87.626761,41.8759326655,-87.6305845355,member,1
FB1A72E69AA6758E,electric_bike,2021-01-06 16:14:57,2021-01-06 16:38:43,Halsted St & 56th St,KA1503000011,Morgan St & 18th St,13163,41.79306233333333,-87.6450045,41.8581055,-87.6510415,member,1
9446384A75802F3E,electric_bike,2021-01-28 17:03:40,2021-01-28 20:06:25,Dearborn St & Erie St,13045,LaSalle St & Illinois St,13430,41.8942465,-87.629342,41.89093283333333,-87.63185483333334,member,1
3E21AA6990E691D5,classic_bike,2021-01-15 12:48:02,2021-01-15 12:59:34,Stetson Ave & South Water St,TA1308000029,Clark St & Schiller St,TA1309000024,41.886835,-87.62232,41.907993,-87.631501,member,1
DD3D982C1B848EC4,electric_bike,2021-01-01 12:27:26,2021-01-01 12:51:38,Ashland Ave & Archer Ave,15442,,,41.83909283333333,-87.66563833333333,41.82,-87.67,member,1
8A6DDCA79814D43F,electric_bike,2021-01-28 06:46:37,2021-01-28 06:52:04,Desplaines St & Jackson Blvd,15539,Clinton St & Lake St,13021,41.87813783333333,-87.6442085,41.88521133333333,-87.64234133333333,casual,1
AF94ABDCD09CF795,electric_bike,2021-01-21 19:32:11,2021-01-21 19:39:20,,,,,41.75,-87.56,41.74,-87.56,casual,1
B40F3A2DDABA2418,classic_bike,2021-01-23 11:19:33,2021-01-23 11:24:08,Pine Grove Ave & Irving Park Rd,TA1308000022,Broadway & Cornelia Ave,13278,41.954383,-87.648043,41.945529,-87.646439,member,1
01F4E8119C30A89A,electric_bike,2021-01-20 07:40:02,2021-01-20 07:44:53,,,,,41.79,-87.6,41.79,-87.6,member,1
62AD2EAA092C322A,classic_bike,2021-01-23 11:35:12,2021-01-23 12:00:40,Michigan Ave & Madison St,13036,State St & Randolph St,TA1305000029,41.882134,-87.625125,41.8847302006,-87.6277335692,member,1
1A8BDF4F0B81C555,classic_bike,2021-01-15 13:21:23,2021-01-15 13:34:40,Ashland Ave & Chicago Ave,13247,Wolcott Ave & Polk St,TA1309000064,41.895966,-87.667747,41.871262,-87.673688,member,1
68818E4A072EFBFA,classic_bike,2021-01-08 09:43:58,2021-01-08 09:53:20,Wabash Ave & Cermak Rd,TA1305000001,Halsted St & Archer Ave,TA1308000013,41.852619,-87.626488,41.847203,-87.646795,member,1
04D9337594520A57,docked_bike,2021-01-28 17:58:34,2021-01-28 18:03:34,University Ave & 57th St,KA1503000071,Ellis Ave & 60th St,KA1503000014,41.791478,-87.599861,41.785097,-87.601073,casual,1
54CF9EB78963B887,classic_bike,2021-01-08 15:30:59,2021-01-08 15:38:28,Desplaines St & Jackson Blvd,15539,Aberdeen St & Jackson Blvd,13157,41.878287,-87.643909,41.87772613,-87.65478743,member,1
