ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,month,start_point,end_point,start_suburb,end_suburb,ride_length_mins,ride_distance_km,ride_speed_kmh,season,ride_at_weekend,date,year_month,time_of_day
16A833E1DE4760BB,electric_bike,2021-01-15 16:44:08,2021-01-15 16:47:53,Clark St & Wrightwood Ave,TA1305000014,Wilton Ave & Diversey Pkwy,TA1306000014,41.9296,-87.6431,41.9323,-87.6526,member,1,"41.9296,-87.6431","41.9323,-87.6526",LINCOLN PARK,LINCOLN PARK,3.75,0.8430743133159981,13.48918901305597,Winter,Yes,2021-01-15,2021-01,afternoon
0EE589C2ACA5C8EE,electric_bike,2020-10-07 08:22:15,2020-10-07 08:41:59,Clark St & Wrightwood Ave,340.0,Clark St & Lake St,38.0,41.9296,-87.6431,41.8859,-87.631,casual,10,"41.9296,-87.6431","41.8859,-87.631",LINCOLN PARK,LOOP,19.733333333333334,4.956561981631579,15.070627646852774,Fall,Yes,2020-10-07,2020-10,morning
017A023FD30FEF84,classic_bike,2021-05-26 11:23:40,2021-05-26 11:28:42,State St & Van Buren St,TA1305000035,Canal St & Jackson Blvd,13138,41.8772,-87.6278,41.8772,-87.6394,member,5,"41.8772,-87.6278","41.8772,-87.6394",LOOP,NEAR WEST SIDE,5.033333333333333,0.9629144101360706,11.478449922151835,Spring,Yes,2021-05-26,2021-05,morning
D29785185B630F1C,electric_bike,2021-06-12 19:09:21,2021-06-12 19:19:26,Clark St & Wrightwood Ave,TA1305000014,Larrabee St & Armitage Ave,TA1309000006,41.9296,-87.6431,41.9181,-87.6438,member,6,"41.9296,-87.6431","41.9181,-87.6438",LINCOLN PARK,LINCOLN PARK,10.083333333333334,1.2786448277064348,7.608465090484571,Spring,No,2021-06-12,2021-06,evening
286D707093555001,electric_bike,2021-07-27 07:59:58,2021-07-27 08:15:18,Avondale Ave & Irving Park Rd,15624,California Ave & Milwaukee Ave,13084,41.9534,-87.732,41.9228,-87.6972,casual,7,"41.9534,-87.732","41.9228,-87.6972",IRVING PARK,LOGAN SQUARE,15.333333333333334,4.458796931967899,17.447466255526557,Summer,Yes,2021-07-27,2021-07,morning
3715B6D2C720ED61,docked_bike,2020-08-31 12:57:24,2020-08-31 13:16:22,Lincoln Ave & Addison St,330.0,Francisco Ave & Foster Ave,471.0,41.9462,-87.6733,41.9756,-87.7014,casual,8,"41.9462,-87.6733","41.9756,-87.7014",LAKE VIEW,LINCOLN SQUARE,18.966666666666665,4.0112859812410315,12.68948113573613,Summer,Yes,2020-08-31,2020-08,morning
96197477738CB8D9,classic_bike,2021-05-08 15:35:35,2021-05-08 15:55:03,Avondale Ave & Irving Park Rd,15624,Kilbourn Ave & Irving Park Rd,590,41.9534,-87.732,41.9537,-87.7406,member,5,"41.9534,-87.732","41.9537,-87.7406",IRVING PARK,IRVING PARK,19.466666666666665,0.7138126704647852,2.2001075459531054,Spring,No,2021-05-08,2021-05,afternoon
B48F702B880B92F2,electric_bike,2021-05-06 15:01:16,2021-05-06 15:15:21,Clark St & Wrightwood Ave,TA1305000014,Clarendon Ave & Junior Ter,13389,41.9296,-87.6431,41.9608,-87.6496,casual,5,"41.9296,-87.6431","41.9608,-87.6496",LINCOLN PARK,UPTOWN,14.083333333333334,3.5071182366478357,14.941568818854686,Spring,Yes,2021-05-06,2021-05,afternoon
1019608FF64C7951,docked_bike,2020-08-12 11:17:58,2020-08-12 11:28:47,Sheffield Ave & Waveland Ave,114.0,Lincoln Ave & Addison St,330.0,41.9494,-87.6545,41.9462,-87.6733,member,8,"41.9494,-87.6545","41.9462,-87.6733",LAKE VIEW,LAKE VIEW,10.816666666666666,1.5988735533933192,8.8689442098859,Summer,Yes,2020-08-12,2020-08,morning
C59EBD6552E6FE72,docked_bike,2020-08-05 18:42:05,2020-08-05 20:34:23,Sheffield Ave & Waveland Ave,114.0,Sheffield Ave & Waveland Ave,114.0,41.9494,-87.6545,41.9494,-87.6545,casual,8,"41.9494,-87.6545","41.9494,-87.6545",LAKE VIEW,LAKE VIEW,112.3,0.0,0.0,Summer,Yes,2020-08-05,2020-08,afternoon
07A59D0C0DF04AB9,classic_bike,2021-07-02 11:22:27,2021-07-02 12:17:13,Sheffield Ave & Waveland Ave,TA1307000126,Sheffield Ave & Waveland Ave,TA1307000126,41.9494,-87.6545,41.9494,-87.6545,casual,7,"41.9494,-87.6545","41.9494,-87.6545",LAKE VIEW,LAKE VIEW,54.766666666666666,0.0,0.0,Summer,Yes,2021-07-02,2021-07,morning
91BB90A33BA22144,classic_bike,2021-06-13 00:50:11,2021-06-13 00:58:21,Sheffield Ave & Waveland Ave,TA1307000126,Southport Ave & Roscoe St,13071,41.9494,-87.6545,41.9437,-87.664,casual,6,"41.9494,-87.6545","41.9437,-87.664",LAKE VIEW,LAKE VIEW,8.166666666666666,1.0106264118511237,7.425010372783766,Spring,No,2021-06-13,2021-06,night
6BD2A603EC5B5EC0,docked_bike,2020-10-02 15:25:46,2020-10-02 17:38:02,Sheffield Ave & Waveland Ave,114.0,Wabash Ave & Wacker Pl,194.0,41.9494,-87.6545,41.8869,-87.626,casual,10,"41.9494,-87.6545","41.8869,-87.626",LAKE VIEW,LOOP,132.26666666666668,7.333544209033307,3.3267085625655115,Fall,Yes,2020-10-02,2020-10,afternoon
76AB764A1CD2A555,docked_bike,2020-09-12 12:58:53,2020-09-12 13:03:35,Sheffield Ave & Waveland Ave,114.0,Southport Ave & Waveland Ave,227.0,41.9494,-87.6545,41.9482,-87.6639,member,9,"41.9494,-87.6545","41.9482,-87.6639",LAKE VIEW,LAKE VIEW,4.7,0.7907355340498825,10.0944961793602,Summer,No,2020-09-12,2020-09,morning
8405522AABC2343D,docked_bike,2020-08-07 18:54:16,2020-08-07 19:10:38,Sheffield Ave & Waveland Ave,114.0,Clark St & Armitage Ave,94.0,41.9494,-87.6545,41.9183,-87.6363,member,8,"41.9494,-87.6545","41.9183,-87.6363",LAKE VIEW,LINCOLN PARK,16.366666666666667,3.7697323267064817,13.819792643730482,Summer,Yes,2020-08-07,2020-08,afternoon
C9BB4DBBBCD6E71E,classic_bike,2021-06-13 12:16:05,2021-06-13 12:21:48,Morgan St & Polk St,TA1307000130,Halsted St & Maxwell St,TA1309000001,41.8717,-87.651,41.8649,-87.6471,member,6,"41.8717,-87.651","41.8649,-87.6471",NEAR WEST SIDE,NEAR WEST SIDE,5.716666666666667,0.8217572503332236,8.624857437899722,Spring,No,2021-06-13,2021-06,morning
4A8B38FE0EE09240,classic_bike,2021-07-23 16:42:07,2021-07-23 16:46:04,Morgan St & Polk St,TA1307000130,May St & Taylor St,13160,41.8717,-87.651,41.8695,-87.6555,member,7,"41.8717,-87.651","41.8695,-87.6555",NEAR WEST SIDE,NEAR WEST SIDE,3.95,0.4464009699927431,6.780774227737869,Summer,Yes,2021-07-23,2021-07,afternoon
DDC746B89A3CA8C7,classic_bike,2021-05-03 15:21:34,2021-05-03 15:30:53,Morgan St & Polk St,TA1307000130,Loomis St & Lexington St,13332,41.8717,-87.651,41.8722,-87.6615,member,5,"41.8717,-87.651","41.8722,-87.6615",NEAR WEST SIDE,NEAR WEST SIDE,9.316666666666666,0.8734422121795825,5.625030346773698,Spring,Yes,2021-05-03,2021-05,afternoon
3512C8CF35F5FA38,classic_bike,2021-01-22 19:07:53,2021-01-22 19:10:20,Morgan St & Polk St,TA1307000130,Halsted St & Polk St,TA1307000121,41.8717,-87.651,41.8718,-87.6466,member,1,"41.8717,-87.651","41.8718,-87.6466",NEAR WEST SIDE,NEAR WEST SIDE,2.45,0.3654432571496728,8.949630787338924,Winter,Yes,2021-01-22,2021-01,evening
1A5E3B866B0335BC,classic_bike,2021-06-16 12:16:04,2021-06-16 12:38:49,Morgan St & Polk St,TA1307000130,Adler Planetarium,13431,41.8717,-87.651,41.8661,-87.6073,casual,6,"41.8717,-87.651","41.8661,-87.6073",NEAR WEST SIDE,NEAR SOUTH SIDE,22.75,3.680932674144934,9.70795430543719,Summer,Yes,2021-06-16,2021-06,morning
BC8822663A9823C1,classic_bike,2021-06-07 16:38:16,2021-06-07 16:46:34,Morgan St & Polk St,TA1307000130,Morgan Ave & 14th Pl,TA1306000002,41.8717,-87.651,41.8624,-87.6511,member,6,"41.8717,-87.651","41.8624,-87.6511",NEAR WEST SIDE,NEAR WEST SIDE,8.3,1.032990898522473,7.467404085704624,Spring,Yes,2021-06-07,2021-06,afternoon
88EFE73EF5058410,classic_bike,2021-06-17 19:05:27,2021-06-17 19:40:52,Morgan St & Polk St,TA1307000130,Buckingham Fountain,15541,41.8717,-87.651,41.8765,-87.6205,member,6,"41.8717,-87.651","41.8765,-87.6205",NEAR WEST SIDE,LOOP,35.416666666666664,2.5874452948040436,4.383436734726851,Summer,Yes,2021-06-17,2021-06,evening
F74E299D11774864,classic_bike,2021-06-22 18:52:03,2021-06-22 19:06:06,Morgan St & Polk St,TA1307000130,Clinton St & Jackson Blvd,638,41.8717,-87.651,41.8783,-87.641,member,6,"41.8717,-87.651","41.8783,-87.641",NEAR WEST SIDE,NEAR WEST SIDE,14.05,1.1074742364828123,4.729427344410586,Summer,Yes,2021-06-22,2021-06,afternoon
8814E032EA7D892F,classic_bike,2020-12-16 15:44:52,2020-12-16 15:58:02,Halsted St & Wrightwood Ave,TA1309000061,Halsted St & Wrightwood Ave,TA1309000061,41.9291,-87.6491,41.9291,-87.6491,member,12,"41.9291,-87.6491","41.9291,-87.6491",LINCOLN PARK,LINCOLN PARK,13.166666666666666,0.0,0.0,Winter,Yes,2020-12-16,2020-12,afternoon
8A8A0BFBDEEA4EBF,docked_bike,2020-11-07 12:23:23,2020-11-07 13:55:25,St. Louis Ave & Fullerton Ave,503.0,St. Louis Ave & Fullerton Ave,503.0,41.9248,-87.7145,41.9248,-87.7145,casual,11,"41.9248,-87.7145","41.9248,-87.7145",LOGAN SQUARE,LOGAN SQUARE,92.03333333333333,0.0,0.0,Fall,No,2020-11-07,2020-11,morning
3DEE2B7642AB8F51,classic_bike,2021-01-15 08:15:43,2021-01-15 08:33:43,Canal St & Adams St,13011,Michigan Ave & Pearson St,13034,41.8793,-87.6399,41.8977,-87.6235,member,1,"41.8793,-87.6399","41.8977,-87.6235",NEAR WEST SIDE,NEAR NORTH SIDE,18.0,2.4554831696880406,8.184943898960135,Winter,Yes,2021-01-15,2021-01,morning
BCB491859B0DE971,classic_bike,2021-07-14 15:39:29,2021-07-14 16:06:34,St. Louis Ave & Fullerton Ave,KA1504000090,Broadway & Barry Ave,13137,41.9248,-87.7145,41.9376,-87.6441,casual,7,"41.9248,-87.7145","41.9376,-87.6441",LOGAN SQUARE,LAKE VIEW,27.083333333333332,6.009566138722768,13.313500368862748,Summer,Yes,2021-07-14,2021-07,afternoon
EDE90268B58EB8DC,classic_bike,2020-12-20 13:19:35,2020-12-20 13:27:03,Halsted St & Wrightwood Ave,TA1309000061,Broadway & Barry Ave,13137,41.9291,-87.6491,41.9376,-87.6441,member,12,"41.9291,-87.6491","41.9376,-87.6441",LINCOLN PARK,LAKE VIEW,7.466666666666667,1.0311700246696405,8.286187698238182,Winter,No,2020-12-20,2020-12,afternoon
CA1C932133D45DB6,classic_bike,2021-07-14 08:00:32,2021-07-14 08:05:56,Canal St & Adams St,13011,Clark St & Randolph St,TA1305000030,41.8793,-87.6399,41.8846,-87.6319,member,7,"41.8793,-87.6399","41.8846,-87.6319",NEAR WEST SIDE,LOOP,5.4,0.8873980014807882,9.859977794230979,Summer,Yes,2021-07-14,2021-07,morning
3038277C42B1B9E2,docked_bike,2020-08-20 14:28:41,2020-08-20 14:31:46,Canal St & Adams St,192.0,Canal St & Harrison St,169.0,41.8793,-87.6399,41.8743,-87.6396,member,8,"41.8793,-87.6399","41.8743,-87.6396",NEAR WEST SIDE,NEAR WEST SIDE,3.0833333333333335,0.5559125296509052,10.817757333747343,Summer,Yes,2020-08-20,2020-08,afternoon
06DC239D70E9E75C,classic_bike,2021-07-26 17:03:15,2021-07-26 17:21:14,Canal St & Adams St,13011,Wells St & Elm St,KA1504000135,41.8793,-87.6399,41.9032,-87.6343,member,7,"41.8793,-87.6399","41.9032,-87.6343",NEAR WEST SIDE,LINCOLN PARK,17.983333333333334,2.6949772324310413,8.991582981234243,Summer,Yes,2021-07-26,2021-07,afternoon
FD9F12CEBD4BA826,classic_bike,2021-07-29 17:07:19,2021-07-29 17:23:32,Canal St & Adams St,13011,Wabash Ave & 16th St,SL-012,41.8793,-87.6399,41.8604,-87.6258,member,7,"41.8793,-87.6399","41.8604,-87.6258",NEAR WEST SIDE,NEAR SOUTH SIDE,16.216666666666665,2.4035471219568696,8.892877326870229,Summer,Yes,2021-07-29,2021-07,afternoon
D53FE573B26141A6,classic_bike,2020-12-15 16:46:05,2020-12-15 16:54:47,Southport Ave & Wellington Ave,TA1307000006,Sheffield Ave & Waveland Ave,TA1307000126,41.9357,-87.6636,41.9494,-87.6545,member,12,"41.9357,-87.6636","41.9494,-87.6545",LAKE VIEW,LAKE VIEW,8.7,1.698525066008557,11.713965972472806,Winter,Yes,2020-12-15,2020-12,afternoon
196E95AE267326A7,docked_bike,2020-08-13 12:53:46,2020-08-13 13:03:56,Southport Ave & Wellington Ave,153.0,Sheffield Ave & Webster Ave,327.0,41.9357,-87.6636,41.9215,-87.6538,casual,8,"41.9357,-87.6636","41.9215,-87.6538",LAKE VIEW,LINCOLN PARK,10.166666666666666,1.7743567986120108,10.471613893447934,Summer,Yes,2020-08-13,2020-08,morning
688BB760CAAF6483,classic_bike,2021-05-05 17:48:53,2021-05-05 18:02:54,Southport Ave & Wellington Ave,TA1307000006,Sheffield Ave & Webster Ave,TA1309000033,41.9357,-87.6636,41.9215,-87.6538,member,5,"41.9357,-87.6636","41.9215,-87.6538",LAKE VIEW,LINCOLN PARK,14.016666666666667,1.7743567986120108,7.59534420333322,Spring,Yes,2021-05-05,2021-05,afternoon
CFA3C68BFF067336,classic_bike,2021-06-22 09:28:26,2021-06-22 09:41:52,Southport Ave & Wellington Ave,TA1307000006,Clark St & Wrightwood Ave,TA1305000014,41.9357,-87.6636,41.9295,-87.6431,member,6,"41.9357,-87.6636","41.9295,-87.6431",LAKE VIEW,LINCOLN PARK,13.433333333333334,1.8343995143969312,8.193347706983811,Summer,Yes,2021-06-22,2021-06,morning
5479027AF14F333C,docked_bike,2020-11-29 13:39:11,2020-11-29 14:09:38,Southport Ave & Wellington Ave,153.0,Lake Shore Dr & Monroe St,76.0,41.9357,-87.6636,41.881,-87.6167,member,11,"41.9357,-87.6636","41.881,-87.6167",LAKE VIEW,LOOP,30.45,7.214918002301841,14.216587196653876,Fall,No,2020-11-29,2020-11,afternoon
74C3581E2D2BAD11,classic_bike,2021-07-24 10:13:12,2021-07-24 10:30:00,Southport Ave & Wellington Ave,TA1307000006,Clark St & Armitage Ave,13146,41.9357,-87.6636,41.9183,-87.6363,casual,7,"41.9357,-87.6636","41.9183,-87.6363",LAKE VIEW,LINCOLN PARK,16.8,2.9770263954895233,10.632237126748297,Summer,No,2021-07-24,2021-07,morning
29DC20F0DFA41F5E,classic_bike,2021-03-21 15:05:39,2021-03-21 15:19:09,Southport Ave & Wellington Ave,TA1307000006,Lake Shore Dr & Wellington Ave,TA1307000041,41.9357,-87.6636,41.9367,-87.6368,member,3,"41.9357,-87.6636","41.9367,-87.6368",LAKE VIEW,LAKE VIEW,13.5,2.225390576424857,9.890624784110477,Spring,No,2021-03-21,2021-03,afternoon
AB2C142FEDDB2CF0,docked_bike,2020-11-09 06:13:56,2020-11-09 06:42:53,Southport Ave & Wellington Ave,153.0,Mies van der Rohe Way & Chestnut St,145.0,41.9357,-87.6636,41.8986,-87.6219,member,11,"41.9357,-87.6636","41.8986,-87.6219",LAKE VIEW,NEAR NORTH SIDE,28.95,5.380314945034605,11.150911803180527,Fall,Yes,2020-11-09,2020-11,night
15770FFC48EE9388,classic_bike,2021-07-14 17:42:16,2021-07-14 17:47:29,Southport Ave & Wellington Ave,TA1307000006,Greenview Ave & Fullerton Ave,TA1307000001,41.9357,-87.6636,41.9253,-87.6658,member,7,"41.9357,-87.6636","41.9253,-87.6658",LAKE VIEW,LINCOLN PARK,5.216666666666667,1.1694710025628645,13.450784694013777,Summer,Yes,2021-07-14,2021-07,afternoon
EA778155B7266BF1,classic_bike,2021-04-07 17:32:46,2021-04-07 18:29:55,Columbus Dr & Randolph St,13263,Wabash Ave & Roosevelt Rd,TA1305000002,41.8847,-87.6195,41.8672,-87.626,casual,4,"41.8847,-87.6195","41.8672,-87.626",LOOP,NEAR SOUTH SIDE,57.15,2.0172424729190386,2.117839866581668,Spring,Yes,2021-04-07,2021-04,afternoon
140C94F9A3786CBE,classic_bike,2021-07-20 11:12:01,2021-07-20 11:19:41,Columbus Dr & Randolph St,13263,Dearborn St & Monroe St,TA1305000006,41.8847,-87.6195,41.8813,-87.6295,member,7,"41.8847,-87.6195","41.8813,-87.6295",LOOP,LOOP,7.666666666666667,0.9118948320179898,7.136568250575571,Summer,Yes,2021-07-20,2021-07,morning
8C568D263EC8BEED,docked_bike,2020-08-16 19:02:45,2020-08-16 20:29:23,Columbus Dr & Randolph St,195.0,Columbus Dr & Randolph St,195.0,41.8847,-87.6195,41.8847,-87.6195,casual,8,"41.8847,-87.6195","41.8847,-87.6195",LOOP,LOOP,86.63333333333334,0.0,0.0,Summer,No,2020-08-16,2020-08,evening
27D9F82645839AD5,classic_bike,2021-04-13 12:50:03,2021-04-13 12:54:41,Columbus Dr & Randolph St,13263,Columbus Dr & Randolph St,13263,41.8847,-87.6195,41.8847,-87.6195,casual,4,"41.8847,-87.6195","41.8847,-87.6195",LOOP,LOOP,4.633333333333334,0.0,0.0,Spring,Yes,2021-04-13,2021-04,morning
42EDBDACF9F4833F,classic_bike,2021-06-05 21:57:33,2021-06-05 22:40:18,Columbus Dr & Randolph St,13263,Wabash Ave & Wacker Pl,TA1307000131,41.8847,-87.6195,41.8869,-87.626,casual,6,"41.8847,-87.6195","41.8869,-87.626",LOOP,LOOP,42.75,0.5922511199828498,0.8312296420811928,Spring,No,2021-06-05,2021-06,evening
09AB1748508BECA9,classic_bike,2021-05-15 09:15:22,2021-05-15 09:18:41,Columbus Dr & Randolph St,13263,Wabash Ave & Wacker Pl,TA1307000131,41.8847,-87.6195,41.8869,-87.626,member,5,"41.8847,-87.6195","41.8869,-87.626",LOOP,LOOP,3.316666666666667,0.5922511199828498,10.714090612755072,Spring,No,2021-05-15,2021-05,morning
A6BDC49BB537D414,classic_bike,2020-12-18 20:09:49,2020-12-18 20:55:17,Columbus Dr & Randolph St,13263,Columbus Dr & Randolph St,13263,41.8847,-87.6195,41.8847,-87.6195,casual,12,"41.8847,-87.6195","41.8847,-87.6195",LOOP,LOOP,45.46666666666667,0.0,0.0,Winter,Yes,2020-12-18,2020-12,evening
62E4A700A9DDDFCF,docked_bike,2020-08-27 07:43:58,2020-08-27 07:57:02,Columbus Dr & Randolph St,195.0,Columbus Dr & Randolph St,195.0,41.8847,-87.6195,41.8847,-87.6195,member,8,"41.8847,-87.6195","41.8847,-87.6195",LOOP,LOOP,13.066666666666666,0.0,0.0,Summer,Yes,2020-08-27,2020-08,morning
EE8CD190DC91A27C,docked_bike,2020-08-21 15:48:56,2020-08-21 16:23:53,Columbus Dr & Randolph St,195.0,Lake Shore Dr & Diversey Pkwy,329.0,41.8847,-87.6195,41.9326,-87.6364,member,8,"41.8847,-87.6195","41.9326,-87.6364",LOOP,LINCOLN PARK,34.95,5.501996572836988,9.445487678690107,Summer,Yes,2020-08-21,2020-08,afternoon
8D513B503F0330DE,docked_bike,2020-08-06 11:10:41,2020-08-06 11:25:32,Columbus Dr & Randolph St,195.0,Green St & Madison St,198.0,41.8847,-87.6195,41.8819,-87.6488,member,8,"41.8847,-87.6195","41.8819,-87.6488",LOOP,NEAR WEST SIDE,14.85,2.45176230686407,9.90611033076392,Summer,Yes,2020-08-06,2020-08,morning
AB757B0549401CBE,docked_bike,2020-10-11 16:23:27,2020-10-11 16:46:57,Columbus Dr & Randolph St,195.0,Lake Shore Dr & Monroe St,76.0,41.8847,-87.6195,41.881,-87.6167,casual,10,"41.8847,-87.6195","41.881,-87.6167",LOOP,LOOP,23.5,0.4721265182812913,1.205429408377765,Fall,No,2020-10-11,2020-10,afternoon
26ADA365FFF36BF3,docked_bike,2020-08-19 11:51:49,2020-08-19 12:11:25,Columbus Dr & Randolph St,195.0,Wells St & Concord Ln,289.0,41.8847,-87.6195,41.9121,-87.6347,member,8,"41.8847,-87.6195","41.9121,-87.6347",LOOP,LINCOLN PARK,19.6,3.2943836331375445,10.084847856543503,Summer,Yes,2020-08-19,2020-08,morning
DE59B928CD005074,docked_bike,2020-10-13 17:51:03,2020-10-13 17:55:06,Columbus Dr & Randolph St,195.0,Millennium Park,90.0,41.8847,-87.6195,41.881,-87.6241,member,10,"41.8847,-87.6195","41.881,-87.6241",LOOP,LOOP,4.05,0.5609550518565314,8.310445212689356,Fall,Yes,2020-10-13,2020-10,afternoon
CA2C68159C7E95B4,docked_bike,2020-08-26 21:01:06,2020-08-26 21:14:56,Columbus Dr & Randolph St,195.0,Federal St & Polk St,41.0,41.8847,-87.6195,41.8721,-87.6296,casual,8,"41.8847,-87.6195","41.8721,-87.6296",LOOP,LOOP,13.833333333333334,1.6314012457306788,7.0759572103981245,Summer,Yes,2020-08-26,2020-08,evening
E1ABD2D361AA5EA5,docked_bike,2020-08-18 17:26:05,2020-08-18 17:28:30,Columbus Dr & Randolph St,195.0,Field Blvd & South Water St,7.0,41.8847,-87.6195,41.8864,-87.6175,member,8,"41.8847,-87.6195","41.8864,-87.6175",LOOP,LOOP,2.4166666666666665,0.251413345003687,6.241986496643264,Summer,Yes,2020-08-18,2020-08,afternoon
1AB9B9FEB1F981F7,docked_bike,2020-09-27 17:52:01,2020-09-27 18:17:08,Columbus Dr & Randolph St,195.0,Peoria St & Jackson Blvd,134.0,41.8847,-87.6195,41.8776,-87.6496,member,9,"41.8847,-87.6195","41.8776,-87.6496",LOOP,NEAR WEST SIDE,25.116666666666667,2.6199453359914466,6.2586617183604565,Fall,No,2020-09-27,2020-09,afternoon
8E93436396D0C5F3,docked_bike,2020-08-13 18:12:56,2020-08-13 18:35:30,Columbus Dr & Randolph St,195.0,Sedgwick St & Webster Ave,143.0,41.8847,-87.6195,41.9222,-87.6389,member,8,"41.8847,-87.6195","41.9222,-87.6389",LOOP,LINCOLN PARK,22.566666666666666,4.465416420670638,11.872599050527546,Summer,Yes,2020-08-13,2020-08,afternoon
082078849D3834D9,docked_bike,2020-08-30 10:37:44,2020-08-30 10:53:02,Columbus Dr & Randolph St,195.0,Franklin St & Adams St (Temp),286.0,41.8847,-87.6195,41.8794,-87.6355,member,8,"41.8847,-87.6195","41.8794,-87.6355",LOOP,LOOP,15.3,1.4526789579599129,5.696780227293776,Summer,No,2020-08-30,2020-08,morning
647ED5DAA8D5228E,docked_bike,2020-10-19 06:37:23,2020-10-19 06:46:51,Columbus Dr & Randolph St,195.0,Clinton St & Jackson Blvd,638.0,41.8847,-87.6195,41.8781,-87.6398,member,10,"41.8847,-87.6195","41.8781,-87.6398",LOOP,NEAR WEST SIDE,9.466666666666667,1.8375473526046116,11.646426882705285,Fall,Yes,2020-10-19,2020-10,night
CBCFE01BF7DCD8EF,docked_bike,2020-08-15 09:27:12,2020-08-15 09:34:26,Columbus Dr & Randolph St,195.0,Franklin St & Lake St,164.0,41.8847,-87.6195,41.8858,-87.6355,member,8,"41.8847,-87.6195","41.8858,-87.6355",LOOP,LOOP,7.233333333333333,1.3335996080196666,11.062116564218433,Summer,No,2020-08-15,2020-08,morning
